,main_category,word,value,tag
79,cat2,cavalier,1,NOUN
78,cat2,investisseur,1,NOUN
77,cat2,basket,1,NOUN
112,cat2,reexpedier,1,VERB
113,cat2,feuillu,1,NOUN
114,cat2,légitime,1,NOUN
132,cat1,appâter,1,VERB
150,cat1,bluf,1,NOUN
147,cat2,poucette,1,NOUN
146,cat1,amateur,1,NOUN
144,cat1,rater,1,VERB
143,cat2,atterrir,1,VERB
142,cat2,localisation,1,NOUN
141,cat2,région,1,NOUN
140,cat2,pantalon,1,ADJ
138,cat2,titulaire,1,NOUN
137,cat1,ouverture,1,NOUN
136,cat1,lesdélai,1,NOUN
135,cat2,aspirateur,1,NOUN
134,cat2,polo,1,VERB
131,cat1,showrompriver,1,VERB
115,cat2,perfect,1,ADJ
130,cat1,préavis,1,VERB
129,cat1,illégalité,1,NOUN
128,cat2,sous-traitance,1,NOUN
127,cat2,incompréhension,1,NOUN
126,cat2,raboter,1,VERB
125,cat2,réclamer,1,VERB
124,cat1,digne,1,ADJ
123,cat1,emmerder,1,VERB
121,cat1,commune,1,NOUN
119,cat1,pseudo,1,NOUN
118,cat1,décrire,1,ADJ
117,cat2,intuitif,1,ADJ
116,cat2,rue,1,NOUN
76,cat2,tellement,1,ADV
75,cat2,crochet,1,PROPN
74,cat1,armoir,1,VERB
19,cat1,reduc,1,VERB
34,cat2,canape,1,NOUN
33,cat1,extrêmement,1,ADV
32,cat1,impatient,1,VERB
31,cat1,inquiéter,1,VERB
30,cat2,😠,1,VERB
29,cat1,emballée,1,NOUN
28,cat1,ignore,1,VERB
27,cat2,émail,1,NOUN
26,cat2,box,1,NOUN
25,cat1,bruit,1,NOUN
24,cat2,lâche,1,NOUN
23,cat1,showroopriver,1,VERB
22,cat2,shooroompriver,1,VERB
18,cat2,mordre,1,VERB
36,cat1,envoie,1,VERB
17,cat1,coude,1,NOUN
16,cat1,actualiser,1,VERB
14,cat1,ceinture,1,NOUN
13,cat1,matériel,1,NOUN
12,cat1,éditer,1,VERB
11,cat1,supercherie,1,NOUN
9,cat1,vernis,1,PROPN
8,cat1,😔,1,NOUN
7,cat2,déconner,1,VERB
6,cat1,acquérir,1,VERB
5,cat2,collier,1,NOUN
4,cat2,buffet,1,NOUN
3,cat1,royaume,1,PROPN
35,cat2,reler,1,VERB
38,cat1,manufacturer,1,VERB
71,cat1,gruhier,1,NOUN
57,cat1,acheterer,1,VERB
70,cat1,lebon,1,ADJ
69,cat1,babylis,1,ADJ
68,cat1,tailler,1,VERB
67,cat2,mèr,1,NOUN
66,cat2,livraisonau,1,ADJ
65,cat2,recoller,1,VERB
64,cat1,caractéristique,1,NOUN
63,cat2,mentir,1,ADJ
62,cat1,procès,1,NOUN
61,cat1,malgrè,1,NOUN
60,cat2,tjr,1,ADV
59,cat2,reculer,1,VERB
58,cat2,journee,1,NOUN
56,cat2,balmain,1,NOUN
39,cat1,couette,1,NOUN
55,cat2,payant,1,VERB
54,cat2,préjudice,1,NOUN
53,cat2,enchaîner,1,VERB
51,cat2,arnarqu,1,NOUN
50,cat1,consécutif,1,NOUN
49,cat1,néer,1,VERB
48,cat1,abandonne,1,VERB
47,cat2,tchat,1,NOUN
45,cat2,carpette,1,NOUN
44,cat1,profil,1,VERB
42,cat2,your,1,NOUN
41,cat1,rétorquer,1,VERB
40,cat2,affiler,1,VERB
151,cat1,interrogation,1,NOUN
153,cat2,abonnement,1,VERB
295,cat2,enregistrer,1,VERB
154,cat1,vaisselle,1,ADJ
258,cat2,foutu,1,ADJ
257,cat2,majoritairement,1,ADV
256,cat1,tableau,1,NOUN
255,cat1,courriez,1,VERB
254,cat1,carteem,1,ADJ
253,cat2,aucunes,1,PROPN
251,cat2,galèr,1,ADJ
250,cat2,compresser,1,VERB
249,cat2,bagu,1,ADJ
248,cat1,vitretrès,1,ADV
246,cat2,luna,1,ADJ
245,cat2,dérnière,1,NOUN
244,cat1,probléme,1,NOUN
243,cat1,arnaquesnuméro,1,NOUN
242,cat2,plume,1,ADJ
241,cat1,annulée,1,VERB
240,cat2,cacher,1,VERB
239,cat2,🤨,1,VERB
238,cat2,roue,1,VERB
237,cat2,quils,1,AUX
236,cat2,auchan,1,NOUN
234,cat2,invendus,1,VERB
233,cat1,déplacement,1,ADV
232,cat1,chambre,1,NOUN
231,cat1,originalité,1,NOUN
230,cat2,showroomprivee,1,VERB
229,cat1,méfiez,1,NOUN
227,cat1,cadran,1,NOUN
226,cat2,cadence,1,NOUN
259,cat1,dispose,1,VERB
260,cat2,résidence,1,NOUN
261,cat2,jurer,1,VERB
278,cat2,adresser,1,VERB
293,cat1,choquer,1,VERB
292,cat1,fuirproduit,1,NOUN
290,cat1,suivit,1,NOUN
289,cat2,reçueaucun,1,ADJ
288,cat1,🤣,1,NOUN
287,cat1,abser,1,VERB
285,cat2,fermeture,1,NOUN
284,cat2,pyjama,1,NOUN
283,cat2,conception,1,NOUN
282,cat2,siège,1,NOUN
281,cat1,enormement,1,VERB
280,cat1,noter,1,VERB
279,cat1,enfaite,1,NOUN
277,cat2,millilitre,1,NOUN
262,cat2,showroomprivécliente,1,NOUN
276,cat1,option,1,NOUN
275,cat2,light,1,NOUN
274,cat2,ouvrable,1,ADJ
273,cat2,survêtement,1,ADV
272,cat1,victoria,1,ADJ
271,cat1,connecter,1,VERB
270,cat1,désarroi,1,DET
269,cat1,ressembler,1,VERB
268,cat1,risquer,1,VERB
266,cat1,complétement,1,ADV
265,cat1,🙍,1,NUM
264,cat1,excessivement,1,VERB
263,cat2,samsung,1,ADJ
225,cat2,classique,1,ADJ
224,cat2,covid-,1,VERB
223,cat1,tracasserie,1,NOUN
169,cat2,famille,1,NOUN
187,cat2,investigation,1,NOUN
185,cat2,bad,1,VERB
184,cat2,expiration,1,NOUN
183,cat2,voire,1,CCONJ
182,cat1,desigual,1,NOUN
181,cat2,compréhensif,1,ADJ
180,cat2,sachznt,1,NOUN
178,cat2,france,1,NOUN
177,cat2,réinscrire,1,ADJ
176,cat2,realisee,1,PROPN
174,cat1,avorte,1,ADJ
173,cat1,inox,1,ADJ
172,cat1,parfum,1,VERB
168,cat1,taquet,1,ADV
189,cat2,jean,1,PROPN
167,cat1,“,1,PUNCT
166,cat2,cde,1,PROPN
165,cat1,notent,1,ADV
164,cat2,accueillir,1,VERB
163,cat2,agent,1,ADV
162,cat1,aboutiss,1,NOUN
161,cat1,récupère,1,ADJ
160,cat1,investigation,1,NOUN
159,cat1,mienne,1,NOUN
158,cat1,pognon,1,VERB
157,cat1,illégal,1,ADJ
156,cat2,héler,1,VERB
155,cat2,gauche,1,NOUN
188,cat2,trous,1,NOUN
190,cat1,commende,1,NOUN
222,cat1,multi-enseigne,1,ADJ
206,cat1,conformité,1,NOUN
221,cat2,locatour,1,NOUN
220,cat2,carollne,1,NOUN
219,cat1,posais,1,ADV
218,cat2,🖕,1,ADV
217,cat2,déjeuner,1,VERB
216,cat2,plateau,1,NOUN
215,cat2,expéditeur,1,NOUN
213,cat2,pq,1,VERB
212,cat2,épidémie,1,NOUN
211,cat2,maintenir,1,VERB
210,cat1,vérité,1,VERB
208,cat2,gouvernement,1,NOUN
207,cat1,poussière,1,ADJ
205,cat1,ouvre,1,VERB
191,cat1,cousin,1,VERB
204,cat2,estimer,1,VERB
203,cat1,shworoom,1,VERB
202,cat2,indéterminer,1,VERB
201,cat1,interlocuteur,1,NOUN
200,cat2,résume,1,NOUN
199,cat2,chef,1,NOUN
198,cat1,pire,1,ADJ
197,cat1,zaper,1,VERB
196,cat2,charognard,1,ADJ
195,cat2,i_robot,1,ADJ
194,cat2,lampe,1,NOUN
193,cat2,exceptionnelle,1,NOUN
192,cat1,balais,1,AUX
593,cat2,vpcelui,1,PRON
595,cat1,mauvaiscommand,1,NOUN
1164,cat1,réceptionner,1,VERB
1022,cat2,droite,1,NOUN
985,cat1,côté,1,NOUN
984,cat2,courtoisie,1,NOUN
982,cat2,ordinateur,1,NOUN
981,cat2,vigueur,1,NOUN
980,cat1,décevant,1,NOUN
979,cat2,investir,1,VERB
978,cat2,spontanément,1,ADV
977,cat1,bloque,1,ADJ
976,cat1,magasindu,1,VERB
975,cat2,spolier,1,NOUN
974,cat2,instance,1,NOUN
973,cat2,rinacimento,1,NOUN
971,cat1,malhonnêteter,1,VERB
970,cat1,avertissement,1,ADV
969,cat2,showrrompriver,1,VERB
968,cat2,déballer,1,VERB
967,cat2,voisin,1,ADJ
966,cat2,secret,1,NOUN
965,cat2,game,1,NOUN
964,cat2,differer,1,VERB
963,cat2,furieux,1,ADJ
962,cat2,clientevidemment,1,ADV
960,cat2,luire,1,ADJ
959,cat2,abstenir,1,VERB
958,cat2,anuler,1,VERB
956,cat2,île,1,SPACE
955,cat2,désinscription,1,NOUN
954,cat2,ulterieurement,1,ADV
953,cat2,préparation,1,NOUN
986,cat1,menteur,1,NOUN
987,cat1,verre,1,NOUN
988,cat2,occurrence,1,NOUN
1005,cat1,expertise,1,ADJ
1020,cat1,déler,1,VERB
1019,cat2,rêche,1,ADJ
1018,cat1,continue,1,VERB
1017,cat2,industriel,1,ADJ
1016,cat2,e-mails,1,PRON
1015,cat2,jen,1,X
1014,cat2,dardilly,1,NOUN
1012,cat2,qualitatif,1,VERB
1011,cat1,désabonner,1,VERB
1010,cat1,coucher,1,VERB
1008,cat2,coffre,1,VERB
1007,cat1,nulle,1,NOUN
1006,cat1,livré,1,VERB
1004,cat2,organisation,1,NOUN
989,cat1,exagérer,1,VERB
1002,cat2,degrer,1,VERB
1001,cat1,restituer,1,VERB
1000,cat2,camping,1,ADJ
999,cat2,sale,1,ADJ
998,cat1,contexte,1,NOUN
997,cat2,nullité,1,NOUN
996,cat2,trustpilotienne,1,VERB
995,cat2,dosette,1,NOUN
994,cat2,marsma,1,PROPN
993,cat1,incapacité,1,NOUN
992,cat2,froidement,1,ADV
991,cat2,rassurant,1,ADJ
990,cat2,impasse,1,VERB
952,cat1,habituel,1,ADJ
951,cat1,déformer,1,VERB
950,cat1,amazon,1,PROPN
895,cat2,urgence,1,NOUN
910,cat1,jouer,1,VERB
908,cat1,durée,1,NOUN
907,cat2,violence,1,NOUN
906,cat2,mémoire,1,NOUN
905,cat2,bois,1,NOUN
904,cat2,rejoindre,1,VERB
903,cat1,déclarent,1,ADV
901,cat2,deçue,1,VERB
900,cat1,c'est-à-dire,1,PRON
899,cat1,limite,1,NOUN
898,cat1,origine,1,NOUN
897,cat1,réçu,1,NOUN
896,cat2,salé,1,ADV
894,cat2,pler,1,VERB
912,cat2,baissent,1,NOUN
893,cat2,difficilemer,1,VERB
892,cat2,performer,1,VERB
891,cat2,oréal,1,VERB
890,cat2,faillite,1,NOUN
888,cat1,airness,1,VERB
887,cat1,sourd,1,NOUN
886,cat2,illimité,1,ADJ
885,cat1,comprenez,1,VERB
884,cat1,intégralité,1,NOUN
883,cat1,couture,1,NOUN
882,cat1,naudet,1,ADV
881,cat1,procédé,1,VERB
880,cat1,horreur,1,NOUN
911,cat1,rabais,1,ADJ
913,cat2,curiosité,1,VERB
949,cat2,skinny,1,VERB
932,cat2,superbe,1,VERB
948,cat2,défectueuser,1,VERB
947,cat1,obligation,1,NOUN
946,cat1,”,1,PUNCT
945,cat2,menssonge,1,NOUN
943,cat2,pénible,1,ADJ
942,cat2,pandémie,1,NOUN
941,cat1,perdu,1,VERB
940,cat1,structure,1,NOUN
938,cat1,répèter,1,VERB
937,cat1,inverser,1,VERB
936,cat1,ufc,1,SPACE
934,cat2,espadriller,1,VERB
933,cat1,ere,1,NOUN
931,cat2,surcroît,1,ADJ
916,cat2,monn,1,ADJ
930,cat1,deplorabl,1,NOUN
929,cat1,détourner,1,VERB
928,cat1,silence,1,NOUN
927,cat2,mensualité,1,NOUN
925,cat2,inviter,1,VERB
924,cat1,irresponsable,1,NOUN
923,cat1,agréable,1,ADJ
922,cat1,destiner,1,VERB
921,cat2,dame,1,ADJ
920,cat2,charlie,1,VERB
919,cat2,bordereau,1,NOUN
918,cat2,camaïeu,1,NOUN
917,cat1,guise,1,VERB
1021,cat1,visage,1,NOUN
1023,cat2,utilitaire,1,ADJ
878,cat1,dernièrement,1,ADV
1024,cat1,liberté,1,NOUN
1125,cat2,recontacter,1,VERB
1124,cat1,pourrir,1,VERB
1123,cat1,après-vent,1,ADV
1122,cat2,devis,1,NOUN
1121,cat1,marre,1,NOUN
1120,cat1,attestation,1,NOUN
1119,cat2,gstar,1,NOUN
1118,cat2,recoit,1,VERB
1117,cat1,campagne,1,NOUN
1116,cat2,levre,1,NOUN
1115,cat1,correspondre,1,VERB
1114,cat1,argenté,1,VERB
1113,cat1,gardai,1,NOUN
1112,cat1,dé-conseil,1,NOUN
1111,cat1,route,1,NOUN
1109,cat2,autoroute,1,NOUN
1108,cat1,dérisoire,1,ADJ
1107,cat1,priori,1,NOUN
1106,cat2,imprimant,1,VERB
1105,cat2,loulou,1,NOUN
1104,cat2,⛔,1,NUM
1103,cat2,câble,1,ADJ
1102,cat2,contentieux,1,ADJ
1101,cat1,dépôt,1,NOUN
1100,cat2,approprié,1,VERB
1,cat1,occupe,1,NOUN
1098,cat2,kitchenaid,1,NOUN
1097,cat1,revien,1,ADJ
1096,cat1,validee,1,PROPN
1126,cat1,erroner,1,VERB
1128,cat2,camel,1,ADJ
1129,cat1,lik,1,SPACE
1148,cat2,cm,1,NOUN
1163,cat1,fixer,1,AUX
1161,cat1,comanderer,1,VERB
1160,cat1,chercher,1,VERB
1159,cat1,incident,1,VERB
1158,cat2,pretty,1,VERB
1157,cat1,portail,1,NOUN
1156,cat1,avril,1,NOUN
1154,cat1,auprès,1,ADV
1153,cat2,showromprivé,1,VERB
1152,cat2,subir,1,VERB
1151,cat2,posent,1,ADV
1150,cat2,semelle,1,ADJ
1149,cat2,réeller,1,VERB
1147,cat1,barr,1,NOUN
1130,cat1,jutificatif,1,NOUN
1146,cat1,résultat,1,NOUN
1145,cat1,considère,1,NOUN
1144,cat1,affirmer,1,VERB
1143,cat2,office,1,NOUN
1142,cat2,taiilesla,1,ADJ
1141,cat1,différente,1,ADJ
1140,cat2,sérum,1,VERB
1137,cat2,peuple,1,NOUN
1135,cat2,marron,1,NOUN
1134,cat1,prélèvement,1,ADV
1133,cat1,automatique,1,ADJ
1132,cat2,jusque-là,1,ADV
1131,cat2,comble,1,ADJ
1095,cat1,novembre,1,NOUN
1094,cat2,minelli,1,VERB
1092,cat1,endéan,1,VERB
1040,cat2,problèmecepender,1,VERB
1055,cat2,flacon,1,NOUN
1054,cat1,débloquer,1,VERB
1053,cat2,diango,1,PROPN
1052,cat2,dépot,1,ADJ
1051,cat2,reebook,1,VERB
1050,cat1,zoé,1,NOUN
1049,cat1,écoute,1,NOUN
1048,cat1,discours,1,NOUN
1045,cat2,cgv,1,NOUN
1044,cat1,honorer,1,VERB
1043,cat1,boucleur,1,NOUN
1042,cat1,pochon,1,VERB
1041,cat2,quoique,1,PRON
1039,cat2,chgt,1,VERB
1057,cat1,accidenter,1,VERB
1038,cat2,compassion,1,NOUN
1037,cat1,détériore,1,NOUN
1036,cat2,incessant,1,VERB
1035,cat2,bien-sur,1,NOUN
1034,cat1,horloge,1,NOUN
1033,cat1,connaitre,1,NOUN
1032,cat1,demmande,1,VERB
1031,cat2,rancunier,1,NOUN
1030,cat2,lui-même,1,SPACE
1029,cat2,casque,1,NOUN
1028,cat2,vraie,1,VERB
1027,cat2,emballer,1,VERB
1026,cat2,gold,1,VERB
1056,cat2,younger,1,VERB
1058,cat2,vapeur,1,NOUN
1091,cat1,refaire,1,NOUN
1076,cat1,moqu,1,VERB
1090,cat2,dijoyer,1,VERB
1089,cat1,kaki,1,NOUN
1088,cat2,perduj,1,X
1087,cat2,inscrit,1,VERB
1086,cat1,téléphonique,1,ADJ
1085,cat1,body,1,NOUN
1084,cat1,paiemer,1,VERB
1083,cat2,xr,1,PROPN
1081,cat1,bouffon,1,NOUN
1080,cat1,sûr,1,ADJ
1079,cat1,veepeeref,1,ADP
1078,cat2,policier,1,NOUN
1077,cat1,programmer,1,VERB
1075,cat2,irréparable,1,ADJ
1059,cat1,fortement,1,ADV
1074,cat1,pratiquement,1,ADV
1073,cat2,dossier,1,NOUN
1072,cat2,laine,1,NOUN
1069,cat1,cours,1,NOUN
1068,cat1,livrable,1,ADJ
1067,cat2,queue,1,NOUN
1066,cat1,moche,1,NOUN
1065,cat1,abonner,1,VERB
1064,cat1,rentre,1,VERB
1063,cat2,derailler,1,VERB
1062,cat2,antivol,1,PROPN
1061,cat2,rupture,1,NOUN
1060,cat2,pivotant,1,VERB
879,cat1,arnaquereur,1,NOUN
877,cat2,evidente,1,ADJ
596,cat2,performance,1,NOUN
731,cat2,ski,1,ADV
695,cat2,reconfirme,1,VERB
694,cat1,botte,1,NOUN
693,cat1,monoprix,1,NOUN
692,cat1,disent,1,ADV
690,cat2,éthique,1,NOUN
689,cat2,volontier,1,NOUN
688,cat2,regrettable,1,ADJ
687,cat2,comparaison,1,NOUN
686,cat2,réputer,1,VERB
685,cat2,faille,1,NOUN
684,cat2,europe,1,PROPN
683,cat2,tablette,1,NOUN
682,cat2,iphone,1,ADJ
681,cat2,salle,1,NOUN
680,cat1,ventilateur,1,ADJ
679,cat1,énerver,1,VERB
678,cat2,illicado,1,ADJ
677,cat1,cosmétique,1,ADJ
675,cat2,veepeessss,1,VERB
674,cat2,désormais,1,ADV
673,cat2,pâques,1,NOUN
672,cat2,execrabl,1,NOUN
671,cat2,grave,1,ADJ
670,cat1,abusé,1,NOUN
669,cat1,gentiment,1,NOUN
668,cat1,vestimentaire,1,ADJ
667,cat2,ouverture,1,NOUN
666,cat2,arnaqueplusieurs,1,ADV
665,cat1,univers,1,NOUN
696,cat2,désinstaller,1,VERB
697,cat1,août,1,NOUN
698,cat2,👏,1,PROPN
716,cat2,habituel,1,ADJ
729,cat2,ouvertement,1,ADV
728,cat2,indigent,1,ADV
727,cat1,diamer,1,VERB
726,cat2,ash,1,NOUN
725,cat1,gemo,1,ADJ
724,cat1,teleconseiller,1,VERB
723,cat2,personnel,1,NOUN
722,cat1,surevalué,1,ADJ
721,cat2,mood,1,NOUN
720,cat2,neuf,1,VERB
719,cat1,reservation,1,NOUN
718,cat2,dimanche,1,NOUN
717,cat2,gonflai,1,VERB
715,cat2,hugo,1,NOUN
699,cat2,vepee,1,ADJ
714,cat2,assurance,1,NOUN
712,cat2,volumineux,1,ADJ
711,cat2,preciser,1,VERB
710,cat2,parfois,1,ADV
708,cat1,doublé,1,VERB
707,cat1,chargé,1,VERB
706,cat2,agence,1,NOUN
705,cat1,aliment,1,ADV
704,cat2,balade,1,NOUN
703,cat2,assidu,1,VERB
702,cat1,correpsond,1,NOUN
701,cat2,veritable,1,ADJ
700,cat1,escort,1,NOUN
664,cat2,fdp,1,AUX
663,cat2,organisateur,1,NOUN
662,cat1,dernières,1,ADJ
611,cat1,faitejuste,1,NOUN
626,cat2,trench,1,NOUN
625,cat2,simulateur,1,NOUN
624,cat1,évasif,1,NOUN
623,cat2,reprendre,1,VERB
620,cat1,revoir,1,VERB
619,cat2,santé,1,NOUN
618,cat2,hortensia,1,PROPN
617,cat1,essayer,1,VERB
616,cat2,merveilleuse,1,ADJ
615,cat1,facilement,1,ADV
614,cat1,indisponible,1,ADJ
613,cat1,hdans,1,PROPN
612,cat1,plante,1,ADJ
610,cat1,joindrecoli,1,VERB
628,cat2,macbook,1,NOUN
609,cat1,tondeus,1,PROPN
608,cat2,tarer,1,VERB
607,cat1,peter,1,VERB
606,cat1,party,1,VERB
605,cat1,intégralemer,1,VERB
604,cat2,trouer,1,VERB
603,cat1,longchamp,1,VERB
602,cat1,prevenir,1,VERB
601,cat1,easycartouche,1,ADJ
600,cat1,bracelet,1,NOUN
599,cat1,cependant,1,ADV
598,cat1,loyer,1,VERB
597,cat1,chantelle,1,ADJ
627,cat1,lenteur,1,ADJ
629,cat1,fuirvoleur,1,NOUN
661,cat2,bjr,1,VERB
646,cat1,preparation,1,NOUN
660,cat2,aperçoi,1,PROPN
659,cat1,non-conformité,1,NOUN
658,cat2,photoweb,1,ADJ
656,cat1,dedoiné,1,VERB
655,cat2,machine,1,NOUN
654,cat1,millionnaire,1,ADJ
653,cat1,´,1,SPACE
652,cat1,apple,1,NOUN
651,cat1,dolcegusto,1,ADJ
650,cat1,venteprivé,1,VERB
649,cat1,palme,1,VERB
648,cat1,ducoup,1,NOUN
647,cat1,vélos,1,VERB
645,cat2,rediriger,1,VERB
630,cat1,enfuir,1,NOUN
644,cat2,vitrine,1,NOUN
643,cat1,précédemment,1,ADV
642,cat1,doublemer,1,VERB
641,cat2,trace,1,PROPN
640,cat1,🤬,1,SPACE
639,cat2,manquante,1,ADJ
637,cat1,déborder,1,VERB
636,cat1,sia,1,SPACE
635,cat2,commade,1,NOUN
634,cat1,moindre,1,VERB
633,cat2,impressionant,1,VERB
632,cat2,réponseappel,1,NOUN
631,cat2,précarité,1,NOUN
730,cat2,i.,1,NOUN
732,cat1,ballader,1,VERB
876,cat2,déverrouillage,1,NOUN
733,cat1,énormément,1,NOUN
841,cat2,fraisau,1,VERB
840,cat2,recycler,1,VERB
839,cat1,principe,1,NOUN
838,cat2,évidence,1,NOUN
837,cat1,entame,1,NOUN
836,cat1,soutien,1,ADJ
835,cat2,vachemer,1,VERB
834,cat2,consolation,1,NOUN
833,cat2,mépriser,1,VERB
831,cat2,contrefait,1,VERB
830,cat2,garantie,1,NOUN
829,cat2,installation,1,NOUN
828,cat2,decouvrir,1,VERB
827,cat1,document,1,NOUN
826,cat2,bâteau,1,NOUN
824,cat1,répond,1,VERB
823,cat1,recontacter,1,VERB
822,cat2,reconnecte,1,ADJ
821,cat2,bop,1,DET
820,cat2,tapis,1,NOUN
819,cat1,cb,1,PRON
818,cat1,reconnaissance,1,NOUN
817,cat2,pale,1,ADJ
816,cat2,retracer,1,VERB
815,cat1,voyou,1,NOUN
814,cat2,directemnt,1,AUX
813,cat1,ekle,1,NOUN
812,cat1,parisien,1,ADJ
810,cat1,gérer,1,VERB
842,cat2,innommable,1,ADJ
843,cat1,sauf,1,ADP
844,cat1,foutage,1,VERB
860,cat2,découvrir,1,VERB
875,cat2,recredite,1,NOUN
874,cat2,bermuda,1,NOUN
873,cat2,jeu,1,NOUN
872,cat1,accuser,1,VERB
871,cat1,consterner,1,VERB
870,cat1,printemps,1,NOUN
869,cat1,béret,1,NOUN
867,cat1,écologique,1,ADJ
866,cat2,guetter,1,VERB
864,cat1,résoudre,1,VERB
863,cat2,légume,1,NOUN
862,cat2,débile,1,ADJ
861,cat2,constructeur,1,NOUN
859,cat1,literie,1,NOUN
845,cat1,masque,1,ADJ
858,cat2,lunette,1,NOUN
857,cat1,eclat,1,NOUN
856,cat1,derniere,1,VERB
855,cat2,versee,1,NOUN
854,cat2,horrible,1,ADJ
853,cat2,srp,1,ADJ
852,cat2,fila,1,PROPN
851,cat2,recois,1,AUX
850,cat2,barre,1,NOUN
849,cat1,enlevement,1,VERB
848,cat1,tellement,1,ADV
847,cat1,téléconseiller,1,VERB
846,cat1,attaquerai,1,NOUN
809,cat2,descendre,1,VERB
808,cat2,coconut,1,VERB
807,cat2,raconter,1,VERB
750,cat2,renvoient,1,ADV
763,cat2,invent,1,VERB
762,cat2,fils,1,NOUN
761,cat2,aussitôt,1,ADV
760,cat2,tee,1,ADV
759,cat1,estimation,1,NOUN
758,cat1,démuni,1,NOUN
757,cat2,voyagiste,1,NOUN
756,cat1,winter,1,VERB
755,cat1,prévenir,1,VERB
754,cat1,jeu,1,NOUN
753,cat1,marqueune,1,NOUN
752,cat2,reconditionner,1,VERB
751,cat1,rare,1,NOUN
749,cat2,etaient,1,ADV
765,cat2,éviteril,1,NOUN
748,cat2,menace,1,NOUN
747,cat2,négligence,1,NOUN
746,cat1,ttender,1,VERB
745,cat1,raccroche,1,NOUN
744,cat1,leçon,1,NOUN
742,cat1,enrager,1,VERB
741,cat1,crémerie,1,NOUN
740,cat1,compréhensif,1,ADJ
739,cat2,drap,1,NOUN
737,cat1,veepeecommande,1,VERB
736,cat1,concevoir,1,VERB
735,cat2,laborieux,1,ADJ
734,cat2,colonne,1,ADJ
764,cat2,tocards,1,NOUN
766,cat2,york,1,NOUN
806,cat1,vêtement,1,VERB
789,cat1,épicerie,1,NOUN
805,cat1,senser,1,VERB
804,cat1,repond,1,VERB
803,cat2,😨,1,VERB
800,cat2,fatiguer,1,VERB
799,cat1,craquement,1,NOUN
798,cat2,malodorer,1,VERB
797,cat1,bateau,1,NOUN
796,cat2,pdt,1,VERB
795,cat2,seron,1,NOUN
794,cat2,juin.-,1,PROPN
793,cat1,frauduleux,1,ADJ
791,cat1,cde,1,PROPN
790,cat2,énormémer,1,VERB
788,cat1,dilettante,1,ADJ
767,cat2,qualites,1,DET
786,cat1,standard,1,ADJ
785,cat1,reliquat,1,VERB
784,cat1,coûter,1,VERB
782,cat1,conjoint,1,NOUN
780,cat2,enchantement,1,VERB
778,cat2,livreur,1,NOUN
777,cat1,bienvenu,1,VERB
776,cat2,mercredi,1,NOUN
775,cat1,intervenir,1,VERB
774,cat2,cocktail,1,NOUN
773,cat1,contreje,1,VERB
772,cat1,polluer,1,VERB
770,cat2,reçoi,1,VERB
2198,cat2,privéemer,1,VERB
